,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
675,Ellis Fire,2017-07-18 15:34:00,CAL FIRE/Riverside County Fire,Riverside,"off of Mc Pherson Road, Perris",72,CAL FIRE/Riverside County Fire,-117.25075,33.75526,2018-01-09 12:01:00,2018-01-09,2017-07-18,99.0,79.19,70.0,57.68,0.0,0.0,4.65,0.0,28.7,472.7432861328125
676,Hogback Fire,2017-07-18 15:50:00,CAL FIRE Tulare Unit,Tulare,"off of Hogback Rd and Whitaker Forest Dr, Badger",58,CAL FIRE Tulare Unit,-118.99944,36.64404,2018-01-09 12:01:00,2018-01-09,2017-07-18,96.71,81.58,66.0,57.68,0.0,0.0,5.83,0.33,29.57,1001.2099609375
677,Creek Fire,2017-07-19 17:30:00,City of Orland Fire Department,Glenn,"Stony Creek, Orland",0,City of Orland Fire Department,-122.17657,39.75425,2018-01-09 12:02:00,2018-01-09,2017-07-19,101.29,86.23,68.0,43.22,0.0,0.0,5.94,1.43,29.34,75.26155090332031
678,Roadrunner Fire,2017-07-30 17:43:00,CAL FIRE Tulare Unit,Tulare,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",2289,CAL FIRE Tulare Unit,-118.94252,36.0226,2018-01-09 12:15:00,2018-01-09,2017-07-30,97.71,84.28,71.71,63.6,0.0,0.0,4.4,0.0,29.58,292.3771057128906
679,Clear Complex (merged into Eclipse Complex),2017-07-25 12:45:00,Klamath National Forest,Siskiyou,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",0,Klamath National Forest,-123.508,41.702,2018-01-09 12:05:00,2018-01-09,2017-07-25,59.29,55.06,52.14,53.06,0.0,0.0,6.46,0.13,29.92,790.424072265625
680,Twist Fire,2017-07-30 16:28:00,CAL FIRE Tuolumne-Calaveras Unit ,Tuolumne,"Twist Road south of Algerine Road, Jamestown",124,CAL FIRE Tuolumne-Calaveras Unit ,-120.36005,37.90014,2018-01-09 12:14:00,2018-01-09,2017-07-30,100.57,83.28,68.43,54.01,0.0,0.0,7.16,0.31,29.86,533.0133666992188
681,Gorman Fire,2017-07-28 15:25:00,Los Angles County Fire Department,Los Angeles,"Gorman School Rd at I-5, Gorman, Los Angeles County",135,Los Angles County Fire Department,-118.851943,34.792882,2018-01-09 12:07:00,2018-01-09,2017-07-28,102.14,89.77,77.71,50.95,0.0,0.0,7.67,0.59,29.34,1166.682006835938
682,Placentia Fire,2017-07-28 18:11:00,Riverside County Fire Department,Riverside,"Placentia Ave. at Eureka St, Nuevo",63,Riverside County Fire Department,-117.18552,33.819759999999995,2018-01-09 12:07:00,2018-01-09,2017-07-28,96.86,77.06,68.71,58.17,0.0,0.0,4.91,0.0,28.72,503.6455078125
683,Willms Fire,2017-07-18 22:39:00,CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,10 miles east of Oakdale,19,CAL FIRE Tuolumne-Calaveras Unit,-120.65764,37.81827,2018-01-09 12:01:00,2018-01-09,2017-07-18,98.71,80.33,62.14,49.81,0.0,0.0,8.13,0.73,29.86,97.25051879882812
684,Humboldt Fire,2017-07-19 16:02:00,Unified Command: CAL FIRE/Butte County and Chico Fire Department,Butte,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",103,Unified Command: CAL FIRE/Butte County and Chico Fire Department,-121.74121,39.76243,2018-04-12 14:52:00,2018-04-12,2017-07-19,101.29,86.23,68.0,43.22,0.0,0.0,5.94,1.43,29.34,295.9055480957031
685,Minerva Fire,2017-07-29 18:55:00,U.S. Forest Service - Plumas National Forest,Plumas,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",4310,U.S. Forest Service - Plumas National Forest,-120.9761,39.9034,2018-01-09 12:08:00,2018-01-09,2017-07-29,94.0,80.12,65.57,44.42,0.0,0.0,6.3,2.57,25.59,1579.828002929688
686,Jacksonville Fire,2017-07-29 13:50:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,"Jacksonville Road, south of Jamestown",690,CAL FIRE Tuolumne-Calaveras Unit,-120.40813500000002,37.905545,2018-01-09 12:09:00,2018-01-09,2017-07-29,98.29,79.34,61.71,54.2,0.0,0.0,7.1,0.0,29.83,385.5387268066406
687,Zenon Fire,2017-07-20 14:43:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off Zenon Way, Nipomo ",47,CAL FIRE San Luis Obispo Unit,-120.5634,35.06472,2018-01-09 12:03:00,2018-01-09,2017-07-20,80.14,64.92,54.71,54.26,0.0,0.0,5.65,0.16,29.72,89.92842864990234
688,Grizzly Fire,2017-07-21 16:50:00,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,"off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City",10,CAL FIRE Nevada-Yuba-Placer Unit,-120.97586,39.36902,2018-01-09 12:03:00,2018-01-09,2017-07-21,95.86,79.02,62.71,52.63,0.0,0.0,8.7,0.63,29.83,830.4381713867188
689,Ranch Fire,2017-07-26 13:58:00,CAL FIRE Amador - El Dorado Unit,El Dorado,"Ranch Camp Rd, Mt. Aukum",140,"CAL FIRE Amador - El Dorado Unit, El Dorado County Fire, Amador Fire Protection District",-120.70013,38.559707,2018-01-09 12:06:00,2018-01-09,2017-07-26,96.29,78.42,62.86,54.01,0.0,0.0,8.37,0.0,29.8,708.5836791992188
690,Elephant Fire,2017-07-20 19:16:00,CAL FIRE Tulare Unit,Tulare,"off Strathmore Rd, community of Lindsay",416,CAL FIRE Tulare Unit,-119.06598,36.22265,2018-01-09 12:02:00,2018-01-09,2017-07-20,96.71,81.58,66.0,57.68,0.0,0.0,5.83,0.33,29.57,120.1070327758789
691,Latrobe Fire,2017-07-26 14:45:00,CAL FIRE Amador-El Dorado Unit,Sacramento,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",1286,CAL FIRE Amador-El Dorado Unit,-121.104,38.5181,2018-01-09 12:06:00,2018-01-09,2017-07-26,96.29,78.42,62.86,54.01,0.0,0.0,8.37,0.0,29.8,55.591796875
692,Weller Fire,2017-07-26 23:19:00,CAL FIRE Santa Clara Unit,Santa Clara,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",51,CAL FIRE Santa Clara Unit,-121.84108,37.44485,2018-01-09 12:07:00,2018-01-09,2017-07-26,83.0,69.68,60.57,57.16,0.0,0.0,6.84,0.42,29.86,245.1682891845703
693,Marble Fire,2017-07-19 14:00:00,USFS - Six Rivers National Forest,Del Norte,"Orleans Rd, Six River National Forest",319,USFS - Six Rivers National Forest,-123.506,41.478,2018-01-09 12:01:00,2018-01-09,2017-07-19,61.0,55.45,51.71,52.91,0.0,0.0,5.48,1.63,30.03,338.8442077636719
694,Dollar Fire,2017-07-22 13:35:00,USFS - San Bernardino National Forest,San Bernardino,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",85,USFS - San Bernardino National Forest,-117.14466000000002,34.20152,2018-01-09 12:03:00,2018-01-09,2017-07-22,99.0,79.19,70.0,57.68,0.0,0.0,4.65,0.0,28.7,1569.844848632812
695,Lost Fire,2017-07-22 15:00:00,Unified Command: CAL FIRE San Diego County Fire Authority and Cleveland National Forest - USFS,San Diego,"off of Hwy 79, 4 miles north of Warner Springs",255,Unified Command: CAL FIRE San Diego County Fire Authority and Cleveland National Forest - USFS,-116.66107,33.34659,2018-04-12 14:52:00,2018-04-12,2017-07-22,75.0,70.64,68.0,65.43,0.01,0.0,4.04,0.0,29.57,1103.845092773438
696,Seine Fire,2017-07-22 15:49:00,San Bernardino National Forest - USFS ,San Bernardino,"off Piedmont Drive and Seine Avenue, Highland",20,San Bernardino National Forest - USFS ,-117.199,34.139,2018-01-09 12:03:00,2018-01-09,2017-07-22,99.0,79.19,70.0,57.68,0.0,0.0,4.65,0.0,28.7,467.0105895996094
697,Woodland Fire,2017-07-25 14:13:00,CAL FIRE Amador-El Dorado Unit,El Dorado,"Woodland Court, Community of Oak Hill",13,CAL FIRE Amador-El Dorado Unit,-120.73757,38.69775,2018-01-09 12:06:00,2018-01-09,2017-07-25,96.29,78.42,62.86,54.01,0.0,0.0,8.37,0.0,29.8,771.380859375
698,Olive Fire,2017-07-24 14:43:00,CAL FIRE San Luis Obispo unit,San Luis Obispo,Highway 41 Northeast of Highway 46,150,CAL FIRE San Luis Obispo unit,-120.23656,35.7751,2018-01-09 12:05:00,2018-01-09,2017-07-24,78.43,62.98,56.14,54.12,0.0,0.0,5.39,0.0,29.73,500.4026794433594
699,Spenceville Fire,2017-07-24 14:56:00,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,"Spenceville Rd & Monarch Trail Dr, Wheatland",39,CAL FIRE Nevada-Yuba-Placer Unit,-121.3519,39.06522,2018-01-09 12:05:00,2018-01-09,2017-07-24,96.29,78.42,62.86,54.01,0.0,0.0,8.37,0.0,29.8,47.96138381958008
700,Castro Fire,2017-07-23 16:07:00,CAL FIRE Santa Clara Unit,Santa Clara,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",78,CAL FIRE Santa Clara Unit,-121.55552,36.96607,2018-01-09 12:04:00,2018-01-09,2017-07-23,83.0,69.68,60.57,57.16,0.0,0.0,6.84,0.42,29.86,52.25112533569336
701,High Fire,2017-07-23 15:53:00,Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit / San Bernardino County Fire,San Bernardino,"off High Rd & Santa Rosa Rd, Lucerne Valley",170,Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit / San Bernardino County Fire,-117.03031,34.412040000000005,2018-01-09 12:04:00,2018-01-09,2017-07-23,96.86,77.06,68.71,58.17,0.0,0.0,4.91,0.0,28.72,1017.490051269531
702,Live Fire,2017-07-28 13:24:00,CAL FIRE Tehama-Glenn Unit,Tehama,"Live Oak Road, Community of Ridgway, west of Red Bluff",57,CAL FIRE Tehama-Glenn Unit,-122.3209,40.1583,2018-01-09 12:07:00,2018-01-09,2017-07-28,102.86,86.07,60.86,49.2,0.0,0.0,4.56,0.7,29.31,127.2643432617188
703,Greenhorn Fire,2017-07-27 14:49:00,CAL FIRE Nevada - Yuba - Placer Unit,Nevada,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",15,CAL FIRE Nevada - Yuba - Placer Unit,-120.95498,39.16826,2018-01-09 12:06:00,2018-01-09,2017-07-27,96.29,78.42,62.86,54.01,0.0,0.0,8.37,0.0,29.8,670.6834106445312
704,Falls Fire,2017-08-01 16:33:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,"Off Merced Falls Rd, northwest of Lake McClure ",20,CAL FIRE Tuolumne-Calaveras Unit,-120.31157,37.65986,2018-01-09 12:16:00,2018-01-09,2017-08-01,100.57,83.28,68.43,54.01,0.0,0.0,7.16,0.31,29.86,347.1935119628906
705,Sky Fire,2017-07-29 17:29:00,CAL FIRE Shasta Trinity Unit,Shasta,"Blue Sky Road, east of Bella Vista ",17,CAL FIRE Shasta Trinity Unit,-122.17383999999998,40.69259,2018-01-09 12:12:00,2018-01-09,2017-07-29,102.86,86.07,60.86,49.2,0.0,0.0,4.56,0.7,29.31,251.8006134033203
706,Hill Fire,2017-07-29 16:33:00,CAL FIRE Siskiyou Unit,Siskiyou,"Lakeview Dr. at Lake Ridge Rd., Pleasant Valley, 3 miles west of Dorris",155,CAL FIRE Siskiyou Unit,-121.9741,41.9808,2018-01-09 12:12:00,2018-01-09,2017-07-29,95.86,80.96,68.14,53.45,0.0,0.0,5.15,0.6,28.55,1421.959716796875
707,Largo Fire,2017-07-30 01:45:00,CAL FIRE Amador-El Dorado Unit,El Dorado,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",236,CAL FIRE Amador-El Dorado Unit,-121.039267,38.538332,2018-01-09 12:14:00,2018-01-09,2017-07-30,97.86,80.2,65.57,55.5,0.0,0.0,8.45,0.0,29.83,155.9039611816406
708,Garden Fire,2017-07-30 16:17:00,Sequoia National Forest,Kern,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",1350,Sequoia National Forest,-118.654,35.543,2018-01-09 12:14:00,2018-01-09,2017-07-30,101.57,91.42,81.14,53.1,0.0,0.0,5.59,0.67,29.37,798.0095825195312
709,Independence Fire,2017-07-31 23:17:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"Independence Lane, 2 miles south of Geyserville",11,CAL FIRE Sonoma-Lake-Napa Unit,-122.90217,38.70289,2018-01-09 12:15:00,2018-01-09,2017-07-31,83.86,65.03,54.86,54.69,0.0,0.0,5.53,0.0,29.78,114.3209381103516
710,Mile Fire,2017-07-31 14:44:00,San Bernardino National Forest,San Bernardino,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",100,San Bernardino National Forest,-117.26969,34.19076,2018-01-09 12:16:00,2018-01-09,2017-07-31,99.86,80.94,73.14,61.86,0.0,0.0,4.25,0.0,28.72,697.296875
711,Rose Fire,2017-07-31 14:22:00,CAL FIRE / Riverside County Fire,Riverside,"Off Amorose St, in the community of Lake Elsinore",200,CAL FIRE / Riverside County Fire,-117.396404,33.689091999999995,2018-01-09 12:15:00,2018-01-09,2017-07-31,82.57,74.29,68.86,65.59,0.0,0.0,5.73,0.08,29.87,484.7203979492188
712,Sandy Fire,2017-08-02 08:30:00,Shasta-Trinity National Forest,Trinity,"Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch",32,Shasta-Trinity National Forest,-123.39253,40.79902,2018-01-09 12:17:00,2018-01-09,2017-08-02,63.86,55.89,51.43,54.08,0.0,0.0,3.12,0.0,29.74,317.365966796875
713,Camatta Fire,2017-08-02 10:33:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",70,CAL FIRE San Luis Obispo Unit,-120.2913,35.4403,2018-01-09 12:17:00,2018-01-09,2017-08-02,82.29,67.02,59.43,57.98,0.0,0.0,6.39,0.17,29.74,464.6979064941406
714,Red Fire,2017-08-02 10:15:00,CAL FIRE San Luis Obispo Unit / Los Padres National Forest,San Luis Obispo,"Off Hwy 58 & Red Hill Rd, east of Wilson Corner",460,CAL FIRE San Luis Obispo Unit / Los Padres National Forest,-120.28037,35.40357,2018-01-09 12:17:00,2018-01-09,2017-08-02,82.29,67.02,59.43,57.98,0.0,0.0,6.39,0.17,29.74,610.5157470703125
715,Warner Mountain Lightning,2017-07-23 00:00:00,Modoc National Forest,Modoc,Warner Mountain Ranger District on the Modoc National Forest,0,Modoc National Forest,-120.304,41.338,2018-01-09 12:04:00,2018-01-09,2017-07-23,102.86,86.07,60.86,49.2,0.0,0.0,4.56,0.7,29.31,1967.670166015625
716,Saw Fire,2017-08-03 11:58:00,CAL FIRE Humboldt-Del Norte Unit,Humboldt,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",85,CAL FIRE Humboldt-Del Norte Unit,-123.76099,40.11794,2018-01-09 12:17:00,2018-01-09,2017-08-03,63.86,55.89,51.43,54.08,0.0,0.0,3.12,0.0,29.74,665.16796875
717,Bryant Fire,2017-08-03 15:35:00,CAL FIRE San Bernardino Unit / San Bernardino National Forest / City of Yucaipa ,San Bernardino,"Bryant Street at Hwy 38, City of Yucaipa",325,CAL FIRE San Bernardino Unit / San Bernardino National Forest / City of Yucaipa ,-117.03826,34.084920000000004,2018-01-09 12:18:00,2018-01-09,2017-08-03,99.86,80.94,73.14,61.86,0.0,0.0,4.25,0.0,28.72,976.500732421875
718,Rincon Fire,2017-08-03 16:21:00,Angeles National Forest,Los Angeles,"off Hwy 39 & East Fork Ave, north of Azusa",10,Angeles National Forest,-117.85182,34.23925,2018-01-09 12:18:00,2018-01-09,2017-08-03,95.86,81.23,71.0,63.04,0.0,0.0,7.07,2.13,28.91,455.6080932617188
719,Blocksburg Fire,2017-08-03 16:41:00,CAL FIRE Humboldt-Del Norte Unit,Humboldt,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",30,CAL FIRE Humboldt-Del Norte Unit,-123.64281,40.27582,2018-01-09 12:18:00,2018-01-09,2017-08-03,63.86,55.89,51.43,54.08,0.0,0.0,3.12,0.0,29.74,504.3366088867188
720,Bottle Fire,2017-08-08 16:40:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,Bottle Rock Rd and Highway 29 in Kelseyville,62,CAL FIRE Sonoma-Lake-Napa Unit,-122.81135,38.94599,2018-01-09 12:28:00,2018-01-09,2017-08-08,80.86,63.6,56.29,55.64,0.0,0.0,5.5,0.11,29.75,534.595947265625
721,Stewart Fire,2017-08-04 14:25:00,CAL FIRE/Riverside County Fire,Riverside,Stewart Rd at Woodson Rd in Moreno Valley,122,CAL FIRE/Riverside County Fire,-117.239099,34.009026,2018-01-09 12:19:00,2018-01-09,2017-08-04,99.86,80.94,73.14,61.86,0.0,0.0,4.25,0.0,28.72,524.092529296875
722,Calgary Fire,2017-08-05 13:16:00,Kern County Fire Department / Sequoia National Forest,Kern,"Old State Rd & Dollar Rd, Wofford Heights",50,Kern County Fire Department / Sequoia National Forest,-118.47307,35.70639,2018-01-09 12:19:00,2018-01-09,2017-08-05,101.57,91.42,81.14,53.1,0.0,0.0,5.59,0.67,29.37,947.18798828125
723,Chilcoot Fire,2017-08-06 15:32:00,Tahoe National Forest,Plumas,"Chilcoot Ave, Chilcoot",1020,Tahoe National Forest,-120.1397,39.75371,2018-01-09 12:20:00,2018-01-09,2017-08-06,89.71,75.18,61.57,45.71,0.02,0.0,6.32,2.36,25.59,1638.155029296875
725,Poslin Fire,2017-08-06 19:52:00,Plumas National Forest,Lassen,"Scott Rd, 9 miles south of Doyle",859,Plumas National Forest,-120.066,39.888000000000005,2018-01-09 12:21:00,2018-01-09,2017-08-06,89.71,75.18,61.57,45.71,0.02,0.0,6.32,2.36,25.59,1699.797241210938
726,Reed Fire,2017-08-07 14:14:00,CAL FIRE/Riverside County Fire/San Bernardino National Forest ,Riverside,Reed Valley Rd. and Forest Route 7S04 in Aguanga,92,CAL FIRE/Riverside County Fire/San Bernardino National Forest ,-116.8247,33.57139,2018-01-09 12:23:00,2018-01-09,2017-08-07,109.43,97.25,83.86,51.96,0.0,0.0,7.05,3.47,29.29,998.57568359375
727,Country Fire,2017-08-07 18:08:00,CAL FIRE San Benito-Monterey,Monterey,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,82,CAL FIRE San Benito-Monterey,-120.64584,35.86596,2018-01-09 12:27:00,2018-01-09,2017-08-07,77.14,63.39,57.71,56.62,0.0,0.0,7.78,0.0,29.71,434.4566650390625
728,Ruth Complex,2017-08-07 22:30:00,Six Rivers National Forest,Trinity,"Dutchman Rd, east of Zenia",4736,Six Rivers National Forest,-123.36882,40.17598,2018-01-09 12:27:00,2018-01-09,2017-08-07,99.29,84.66,70.57,58.18,0.01,0.0,4.42,0.48,29.31,681.1754150390625
729,Rose Fire,2017-08-10 14:32:00,CAL FIRE/Kern County Fire,Kern,"I-5 Freeway and Grapevine Rd, north of the Grapevine",338,CAL FIRE/Kern County Fire,-118.9267,34.92907,2018-01-09 12:31:00,2018-01-09,2017-08-10,100.57,87.04,74.14,54.08,0.0,0.0,6.18,0.45,29.34,524.5948486328125
730,Tilton Fire,2017-08-11 14:55:00,CAL FIRE Santa Clara Unit,Santa Clara,Hale Ave and Tilton Ave in Morgan Hill,100,CAL FIRE Santa Clara Unit,-121.68165,37.14653,2018-01-09 12:39:00,2018-01-09,2017-08-11,76.14,66.93,62.29,58.53,0.0,0.0,7.35,0.0,29.89,211.8822631835938
731,Paskenta Fire ,2017-08-10 17:24:00,CAL FIRE Tehama-Glenn Unit,Tehama,Round Valley Rd and Paskenta Rd in Paskenta ,15,CAL FIRE Tehama-Glenn Unit,-122.5415,39.87983,2018-01-09 12:31:00,2018-01-09,2017-08-10,99.29,84.66,70.57,58.18,0.01,0.0,4.42,0.48,29.31,238.8546600341797
732,Canyon Fire,2017-08-11 12:57:00,CAL FIRE Sonoma-Lake-Napa Unit ,Napa,Hwy 128 and Sage Canyon Rd near Lake Berryessa,114,CAL FIRE Sonoma-Lake-Napa Unit ,-122.2483,38.49336,2018-01-09 12:35:00,2018-01-09,2017-08-11,80.86,63.6,56.29,55.64,0.0,0.0,5.5,0.11,29.75,250.1963500976562
733,Nuevo Fire,2017-08-13 13:34:00,CAL FIRE/Riverside County Fire,Riverside,Nuevo Road and Montgomery Road,19,CAL FIRE/Riverside County Fire,-117.124538,33.797216,2018-01-09 12:38:00,2018-01-09,2017-08-13,91.29,72.36,55.29,55.89,0.0,0.0,4.83,0.0,28.51,577.5333862304688
735,Ward Fire,2017-08-13 12:41:00,Rogue-River-Siskiyou National Forest,Siskiyou,Wards Fork south of Donomore Meadows near the Oregon border.,41,Rogue-River-Siskiyou National Forest,-122.9401,41.99279,2018-01-09 12:38:00,2018-01-09,2017-08-13,90.57,73.6,58.29,45.36,0.0,0.0,3.97,0.2,28.59,1408.048706054688
736,Blaine Fire,2017-08-13 16:10:00,CAL FIRE/Riverside County Fire,Riverside,Blaine Rd and Terrace Dr,1044,CAL FIRE/Riverside County Fire,-117.30819,33.98212,2018-01-09 12:38:00,2018-01-09,2017-08-13,91.29,72.36,55.29,55.89,0.0,0.0,4.83,0.0,28.51,374.0518493652344
737,Coronado Fire,2017-08-13 16:23:00,CAL FIRE Madera-Mariposa-Merced Unit ,Mariposa,Merced Falls Rd and Coronado Rd in Lake McClure,125,CAL FIRE Madera-Mariposa-Merced Unit ,-120.30046000000002,37.62823,2018-01-09 12:40:00,2018-01-09,2017-08-13,91.57,74.2,60.57,57.01,0.0,0.0,8.65,1.35,29.84,486.7886047363281
738,Empire Fire,2017-08-01 08:45:00,Yosemite National Forest,Mariposa,1 Mile South of Bridalveil Campground in Yosemite,8094,Yosemite National Forest,-119.618,37.644,2018-01-09 12:16:00,2018-01-09,2017-08-01,85.86,68.24,51.71,41.83,0.0,0.0,5.56,2.52,23.31,2225.380615234375
739,South Fork Fire,2017-08-14 14:28:00,Yosemite National Park ,Mariposa,"off Wawona Rd, east of Wawona",7000,Yosemite National Park ,-119.598,37.538,2018-01-09 12:39:00,2018-01-09,2017-08-14,81.71,64.99,46.57,34.44,0.0,0.0,6.39,3.75,23.2,1548.138061523438
740,Mias Fire,2017-08-14 15:45:00,CAL FIRE Riverside Unit,Riverside,Misa Canyon Road and Bluff Street,545,CAL FIRE Riverside Unit,-116.88066,33.95036,2018-01-09 12:42:00,2018-01-09,2017-08-14,104.71,91.0,76.86,48.5,0.0,0.0,7.76,5.55,29.31,833.916015625
741,Corner Fire,2017-08-17 14:15:00,CAL FIRE Shasta-Trinity Unit,Shasta,HWY 299 just south of HWY 89 near Cassel,17,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire Department, California Highway Patrol, Fall River Fire Protection District, McArthur Volunteer Fire Department, Fall River Mills Fire Department, Burney Fire Protection District",-121.5935,40.92602,2018-01-09 12:42:00,2018-01-09,2017-08-17,99.57,83.13,67.86,54.85,0.0,0.0,4.96,0.44,29.3,1055.245727539062
742,Hills Fire,2017-08-19 16:31:00,CAL FIRE Riverside Unit,Riverside,"Lambs Canyon Road and Gilman Springs Road, Community of Gilman Springs",168,CAL FIRE Riverside Unit,-117.00258,33.87679,2018-01-09 12:43:00,2018-01-09,2017-08-19,91.29,72.36,55.29,55.89,0.0,0.0,4.83,0.0,28.51,631.42578125
743,Beale Fire,2017-08-20 14:44:00,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit/Beale Air Force Base,Yuba,"Chuck Yeager Road, Beale Air Force Base",867,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit/Beale Air Force Base,-121.32957,39.1234,2018-01-09 12:43:00,2018-01-09,2017-08-20,93.29,75.08,60.29,56.83,0.0,0.0,7.98,0.32,29.81,111.8885650634766
745,Toll Fire,2017-08-20 16:26:00,Plumas National Forest,Plumas,"Tollgate Creek and Oakland Camp Road, north of Quincy",186,Plumas National Forest,-120.89746,39.9864,2018-01-09 12:43:00,2018-01-09,2017-08-20,92.43,77.36,61.86,43.68,0.0,0.0,4.91,1.36,25.6,1151.114135742188
746,Eclipse Complex,2017-08-15 07:55:00,Klamath National Forest,Siskiyou,"5 miles W of Happy Camp, CA",78698,Klamath National Forest,-123.474,41.841,2018-01-09 12:43:00,2018-01-09,2017-08-15,62.57,56.27,51.57,53.25,0.0,0.0,6.92,3.83,29.9,1297.87158203125
747,Indian Fire,2017-08-02 18:00:00,Inyo National Forest,Tulare,North of Jordan Hot Springs,2295,Inyo National Forest,-118.296,36.257,2018-01-09 12:17:00,2018-01-09,2017-08-02,101.57,91.42,81.14,53.1,0.0,0.0,5.59,0.67,29.37,2382.912109375
750,Parker 2 Fire,2017-08-03 14:00:00,Modoc National Forest,Modoc,southwest of Cedarville,7697,Modoc National Forest,-120.321,41.466,2018-01-09 12:18:00,2018-01-09,2017-08-03,106.86,89.75,73.86,55.72,0.0,0.0,4.54,0.26,29.34,1754.825073242188
751,Range Fire,2017-08-22 14:00:00,California National Guard,Alameda,"Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center",200,California National Guard,-121.90516,37.72543,2018-01-09 12:44:00,2018-01-09,2017-08-22,72.14,63.03,57.71,57.77,0.0,0.0,8.59,0.0,29.92,134.1872863769531
752,Juniper Fire,2017-08-23 13:28:00,CAL FIRE / Fresno County Fire,Fresno,"off of Highway 198 west of Parsons Road, Coalinga",31,CAL FIRE / Fresno County Fire,-120.443545,36.099681,2018-01-09 12:44:00,2018-01-09,2017-08-23,95.86,80.63,66.71,61.75,0.0,0.0,5.43,0.0,29.55,301.009765625
753,Montezuma Fire,2017-08-26 11:30:00,CAL FIRE San Diego Unit,San Diego,"Montezuma Valley Rd., near the Community of Borrego Springs.",62,CAL FIRE San Diego Unit,-116.46989,33.20988,2018-01-09 12:44:00,2018-01-09,2017-08-26,108.29,94.68,80.71,52.23,0.0,0.0,7.21,1.79,29.31,1157.27783203125
754,Peg Fire,2017-08-26 12:35:00,CAL FIRE Lassen-Modoc Unit,Lassen,"off Termo Grasshopper Rd., northwest of Ravendale",157,CAL FIRE Lassen-Modoc Unit,-120.48641,40.80968,2018-01-09 12:44:00,2018-01-09,2017-08-26,99.43,83.34,67.14,53.26,0.0,0.0,4.1,0.2,29.32,1716.715454101562
755,Vestal Fire,2017-08-26 15:03:00,CAL FIRE Tehama-Glenn Unit,Tehama,"Hwy 36 and Vestal Road, west of Red Bluff",40,CAL FIRE Tehama-Glenn Unit,-122.70449,40.29831,2018-01-09 12:45:00,2018-01-09,2017-08-26,99.43,83.34,67.14,53.26,0.0,0.0,4.1,0.2,29.32,287.8809509277344
756,Flat Fire,2017-08-26 14:31:00,CAL FIRE / Fresno County Fire,Fresno,"Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse ",111,CAL FIRE / Fresno County Fire,-119.43376,36.93332,2018-01-09 12:45:00,2018-01-09,2017-08-26,97.14,82.93,69.29,57.39,0.0,0.0,7.34,0.0,29.51,519.421875
757,Mines Fire,2017-08-27 17:45:00,CAL FIRE Santa Clara Unit,Alameda,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",44,CAL FIRE Santa Clara Unit,-121.56425,37.56181,2018-01-09 12:45:00,2018-01-09,2017-08-27,93.0,76.96,64.71,55.69,0.0,0.0,5.5,0.0,29.78,683.3390502929688
